Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,description,cell_type,direction
GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),1/82,0.2776178621607245,0.3333016757831498,0,0,3.1402342513453623,4.024240676797949,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1/82,0.2776178621607245,0.3333016757831498,0,0,3.1402342513453623,4.024240676797949,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),1/83,0.2804830144359095,0.3343293237975311,0,0,3.101782363977486,3.943116358534917,EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),1/83,0.2804830144359095,0.3343293237975311,0,0,3.101782363977486,3.943116358534917,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Epigenetic Regulation Of Gene Expression (GO:0040029),1/83,0.2804830144359095,0.3343293237975311,0,0,3.101782363977486,3.943116358534917,EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Vascular Transport (GO:0010232),1/83,0.2804830144359095,0.3343293237975311,0,0,3.101782363977486,3.943116358534917,SLC2A3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cell Division (GO:0051302),1/83,0.2804830144359095,0.3343293237975311,0,0,3.101782363977486,3.943116358534917,CALM1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Chromatin Organization (GO:0006325),2/268,0.2859592440917085,0.3386934717566708,0,0,1.919246167366468,2.402715756882966,H2AX;EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),1/85,0.2861797002943985,0.3386934717566708,0,0,3.0276251526251525,3.7879688330986414,NR4A3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Response To Interleukin-1 (GO:0070555),1/85,0.2861797002943985,0.3386934717566708,0,0,3.0276251526251525,3.7879688330986414,CHI3L1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration (GO:0010595),1/85,0.2861797002943985,0.3386934717566708,0,0,3.0276251526251525,3.7879688330986414,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Transport Across Blood-Brain Barrier (GO:0150104),1/85,0.2861797002943985,0.3386934717566708,0,0,3.0276251526251525,3.7879688330986414,SLC2A3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),1/86,0.289011320541071,0.3415588333667203,0,0,2.991855203619909,3.7137582110670735,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),1/88,0.294641330857596,0.3467349183500988,0,0,2.9227821986442675,3.5716295876658504,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity (GO:0006469),1/88,0.294641330857596,0.3467349183500988,0,0,2.9227821986442675,3.5716295876658504,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),1/88,0.294641330857596,0.3467349183500988,0,0,2.9227821986442675,3.5716295876658504,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Organic Anion Transport (GO:0015711),1/89,0.2974398065708461,0.3490407885288349,0,0,2.889423076923077,3.503550897109435,SLC2A3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),1/89,0.2974398065708461,0.3490407885288349,0,0,2.889423076923077,3.503550897109435,H2AX,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),1/90,0.3002273194519669,0.3513208576428079,0,0,2.856813598386632,3.437362001529923,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),1/90,0.3002273194519669,0.3513208576428079,0,0,2.856813598386632,3.437362001529923,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),1/91,0.3030039118727295,0.3540719869074593,0,0,2.824928774928775,3.3729919722991,EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,B Cell Activation (GO:0042113),1/92,0.3057696260948905,0.3568027053449494,0,0,2.79374471682164,3.3103732552188125,HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Central Nervous System Development (GO:0007417),2/283,0.3078780464025646,0.3585089210456991,0,0,1.8154087904977585,2.1386450989681416,EGR2;B3GNT5,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),1/93,0.3085245041691353,0.3585089210456991,0,0,2.763238573021182,3.2494414770638302,NR4A1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein O-linked Glycosylation (GO:0006493),1/93,0.3085245041691353,0.3585089210456991,0,0,2.763238573021182,3.2494414770638302,B3GNT5,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),2/284,0.3093356552876081,0.3589501606684658,0,0,1.808879064198213,2.1224090489891307,NR4A3;JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Peptidyl-Lysine Modification (GO:0018205),1/94,0.3112685880435018,0.3601884078611871,0,0,2.733388475323959,3.1901352632985813,EGR2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),1/94,0.3112685880435018,0.3601884078611871,0,0,2.733388475323959,3.1901352632985813,NR4A3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),5/938,0.3122058153270257,0.3607711643778963,0,0,1.375105008545523,1.6007496253760989,NR4A1;EGR2;NR4A3;NR1D2;S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Migration (GO:0010634),1/95,0.3140019194719911,0.3623434077679565,0,0,2.70417348608838,3.1323960697391344,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),1/96,0.316724539977527,0.3649789712760422,0,0,2.67557354925776,3.0761680248455487,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),1/98,0.3221378140557969,0.3701915211248937,0,0,2.620142743854084,2.9680343741099,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),1/98,0.3221378140557969,0.3701915211248937,0,0,2.620142743854084,2.9680343741099,MRPS6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Axon Development (GO:0061564),1/99,0.3248285499837176,0.372255307970321,0,0,2.5932757718472006,2.9160291027167355,S100A6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Insulin Stimulus (GO:0032869),1/99,0.3248285499837176,0.372255307970321,0,0,2.5932757718472006,2.9160291027167355,INSIG1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Gene Expression (GO:0010467),2/296,0.3267780312723727,0.3739743081411473,0,0,1.7339871013340402,1.939419735446413,MRPS6;HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),1/100,0.3275087398015298,0.3742957026303198,0,0,2.566951566951567,2.865335397718705,CXCL3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Activation Of GTPase Activity (GO:0090630),1/102,0.3328376443087539,0.3798640878804982,0,0,2.515866971312516,2.7677064187884053,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),1/103,0.3354864401271102,0.3823626276517202,0,0,2.491075917546506,2.720687702227928,MRPS6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Inflammatory Response (GO:0050729),1/104,0.3381248522041658,0.3848425130422243,0,0,2.4667662434652726,2.6748134724436103,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Neuron Apoptotic Process (GO:0043523),1/105,0.3407529206573408,0.3857230339957926,0,0,2.442924063116371,2.6300462741631385,EGLN3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),1/105,0.3407529206573408,0.3857230339957926,0,0,2.442924063116371,2.6300462741631385,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),1/105,0.3407529206573408,0.3857230339957926,0,0,2.442924063116371,2.6300462741631385,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Lysosomal Transport (GO:0007041),1/105,0.3407529206573408,0.3857230339957926,0,0,2.442924063116371,2.6300462741631385,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Response To Calcium Ion (GO:0051592),1/106,0.3433706855673141,0.3876314930692067,0,0,2.41953601953602,2.586350203161968,CALM1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),1/106,0.3433706855673141,0.3876314930692067,0,0,2.41953601953602,2.586350203161968,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cellular Response To Stress (GO:0080135),1/107,0.3459781867350196,0.3900458690562822,0,0,2.396589259796807,2.543690830170386,DNAJB1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of DNA Metabolic Process (GO:0051054),1/108,0.3485754639703134,0.3913829770894746,0,0,2.374071411454589,2.502035125563544,H2AX,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),1/108,0.3485754639703134,0.3913829770894746,0,0,2.374071411454589,2.502035125563544,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Glycerophospholipid Biosynthetic Process (GO:0046474),1/108,0.3485754639703134,0.3913829770894746,0,0,2.374071411454589,2.502035125563544,ABHD5,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of JNK Cascade (GO:0046328),1/110,0.3537395047982403,0.3966459137360323,0,0,2.330275229357798,2.4216091992241946,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Mitotic Sister Chromatid Segregation (GO:0000070),1/111,0.3563063470387744,0.3989863805333247,0,0,2.3089743589743588,2.3827793223035494,EML4,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),1/112,0.358863122714958,0.401309298519953,0,0,2.288057288057288,2.3448336838079085,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Organization (GO:0051130),1/113,0.3614098708255734,0.4036147819152713,0,0,2.2675137362637363,2.3077452992984555,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),1/114,0.3639466301382661,0.4053595666332496,0,0,2.247333787156796,2.271488226425219,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of MAP Kinase Activity (GO:0043405),1/114,0.3639466301382661,0.4053595666332496,0,0,2.247333787156796,2.271488226425219,EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),1/117,0.3714973617046934,0.4126646260858543,0,0,2.1888815207780725,2.167460068081016,CXCL3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Maturation (GO:0051604),1/117,0.3714973617046934,0.4126646260858543,0,0,2.1888815207780725,2.167460068081016,HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),2/328,0.3726776806012194,0.413423773680286,0,0,1.5612301808620828,1.540998760969027,PDE4DIP;HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),1/118,0.3739945512610334,0.4137812056505051,0,0,2.170063554678939,2.1342879964927715,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),1/118,0.3739945512610334,0.4137812056505051,0,0,2.170063554678939,2.1342879964927715,RBIS,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Organonitrogen Compound Biosynthetic Process (GO:1901566),1/123,0.3863343033838128,0.4268660563284625,0,0,2.080601092896175,1.97876027459684,BCAT1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),1/124,0.3887732781501533,0.427856306112338,0,0,2.06358140504482,1.9495869762846336,CXCL3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Defense Response (GO:0031349),1/124,0.3887732781501533,0.427856306112338,0,0,2.06358140504482,1.9495869762846336,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),1/124,0.3887732781501533,0.427856306112338,0,0,2.06358140504482,1.9495869762846336,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Intracellular Protein Transport (GO:0090316),1/126,0.3936225508031774,0.4320500821480785,0,0,2.0303589743589745,1.8930312224744068,BAG3,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein-Containing Complex Organization (GO:0043933),1/126,0.3936225508031774,0.4320500821480785,0,0,2.0303589743589745,1.8930312224744068,PDE4DIP,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1/127,0.3960329226874391,0.4341230456863627,0,0,2.014143264143264,1.8656161767800847,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Targeting (GO:0006605),1/129,0.4008253214997448,0.4382216392743597,0,0,1.982471955128205,1.8124344509826864,ZFAND2A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of DNA Repair (GO:0006282),1/129,0.4008253214997448,0.4382216392743597,0,0,1.982471955128205,1.8124344509826864,H2AX,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),1/130,0.4032074216016176,0.4396704780767311,0,0,1.9670045716557345,1.786638426606312,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),1/130,0.4032074216016176,0.4396704780767311,0,0,1.9670045716557345,1.786638426606312,CALM1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Localization (GO:0008104),2/351,0.4049183644392305,0.440958218865759,0,0,1.456629330554832,1.3168945897035846,ARL4D;ID1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),1/132,0.4079436051268511,0.4430927930359532,0,0,1.936778234488158,1.7365663736991463,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Circulatory System Development (GO:0072359),1/132,0.4079436051268511,0.4430927930359532,0,0,1.936778234488158,1.7365663736991463,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Cell Motility (GO:2000146),1/133,0.4102977608991984,0.4450687575855712,0,0,1.922008547008547,1.7122638611776624,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Metal Ion (GO:0071248),1/135,0.4149783802497502,0.4495599119372294,0,0,1.8931305013394568,1.6650629038977298,FBP1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),1/137,0.4196223147380219,0.4534100855351093,0,0,1.8651018099547512,1.6196548274900795,SNX10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Localization To Plasma Membrane (GO:0072659),1/137,0.4196223147380219,0.4534100855351093,0,0,1.8651018099547512,1.6196548274900795,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Modification By Small Protein Conjugation (GO:0032446),2/364,0.422801891550221,0.4562531436702774,0,0,1.403386668580039,1.2081075904834515,EGR2;ENC1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Localization To Cell Periphery (GO:1990778),1/142,0.4310735126118871,0.4645766353537436,0,0,1.7985088197854155,1.5134031596149833,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),1/144,0.4355912715986303,0.4688382121216823,0,0,1.7731755424063116,1.4735991760809273,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Neuron Projection Morphogenesis (GO:0048812),1/146,0.4400736062083991,0.4724403101488877,0,0,1.748541114058355,1.4352257656872496,S100A6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Cellular Catabolic Process (GO:0031331),1/146,0.4400736062083991,0.4724403101488877,0,0,1.748541114058355,1.4352257656872496,ABHD5,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Dephosphorylation (GO:0016311),1/147,0.4423015751092524,0.4736099234117091,0,0,1.7364769933263084,1.4165542596420202,FBP1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Glycosylation (GO:0006486),1/147,0.4423015751092524,0.4736099234117091,0,0,1.7364769933263084,1.4165542596420202,B3GNT5,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),2/381,0.4457753534947314,0.4767160592642885,0,0,1.3392728643388274,1.0820523129761577,BAG3;HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Skeletal System Development (GO:0001501),1/149,0.4467312866772598,0.477125071265058,0,0,1.712837837837838,1.3802013271837348,CHI3L1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),2/384,0.4497782426521299,0.4797634588289385,0,0,1.3285510301217107,1.0615130858575903,H2AX;CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),1/152,0.4533107955957731,0.4829123968446648,0,0,1.6785532348446257,1.32803322590831,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),1/155,0.459813039107101,0.4879648578279439,0,0,1.6456043956043955,1.2785281593281552,NR4A1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),1/155,0.459813039107101,0.4879648578279439,0,0,1.6456043956043955,1.2785281593281552,RBIS,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),1/155,0.459813039107101,0.4879648578279439,0,0,1.6456043956043955,1.2785281593281552,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),1/158,0.4662389130771781,0.494153854369697,0,0,1.6139147476727094,1.2315090863963185,MRPS6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),1/162,0.4746894771812572,0.5011949809832563,0,0,1.5734989648033126,1.172405300082654,TOB1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),1/162,0.4746894771812572,0.5011949809832563,0,0,1.5734989648033126,1.172405300082654,JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Mitochondrion Organization (GO:0007005),1/162,0.4746894771812572,0.5011949809832563,0,0,1.5734989648033126,1.172405300082654,HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Nitrogen Compound Transport (GO:0071705),1/163,0.4767813936869128,0.5021292652500146,0,0,1.5637068692624247,1.1582332798244848,SLC16A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),1/163,0.4767813936869128,0.5021292652500146,0,0,1.5637068692624247,1.1582332798244848,RHOB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Membrane Organization (GO:0061024),1/167,0.4850671232595629,0.5102096669430548,0,0,1.5257182576459685,1.1038083351219592,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Double-Strand Break Repair (GO:0006302),1/168,0.4871182302494161,0.5117201610700937,0,0,1.5165054506371871,1.0907441383399414,H2AX,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Heart Development (GO:0007507),1/171,0.4932232739270212,0.5168769529371062,0,0,1.4895173453996984,1.0527809085197533,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),8/1922,0.4932695921058441,0.5168769529371062,0,0,1.0600615185365063,0.7491448544102169,NR4A1;EGR2;NR4A3;ID1;ID3;NR1D2;MLF1;EZH2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Organelle Organization (GO:0006996),2/418,0.4939929850787877,0.5169838535667313,0,0,1.2178446553446554,0.8588654115602309,SNX10;GEM,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),2/434,0.5140291370480858,0.5372766859598084,0,0,1.1717772967772968,0.7797888812317728,ENC1;KBTBD8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),1/184,0.5188598351988462,0.5416453988524969,0,0,1.3827938909906123,0.9072808010421004,FBP1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Axonogenesis (GO:0007409),1/188,0.5264872323126014,0.5489190191529879,0,0,1.3529411764705883,0.8679499146985422,S100A6,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),1/189,0.5283753513164063,0.5501981130103255,0,0,1.3456764866339337,0.8584721012735822,NMB,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),1/190,0.5302560364298569,0.5514662778870512,0,0,1.3384886718220053,0.8491309244903826,FTL,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),1/192,0.533995220334262,0.5539701038879128,0,0,1.3243388374278426,0.8308483252407292,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),1/192,0.533995220334262,0.5539701038879128,0,0,1.3243388374278426,0.8308483252407292,S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),1/193,0.5358537765728775,0.5550908786821335,0,0,1.3173744658119655,0.8219019723187674,NR1D2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),3/711,0.5364099356495617,0.5550908786821335,0,0,1.0711975914362175,0.6672024949892408,EGLN3;B3GNT5;JAK2,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),1/196,0.5413856450504136,0.55954392134403,0,0,1.2969099276791585,0.7958143009125567,SNX10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),1/199,0.5468524071888013,0.5644928074206982,0,0,1.2770655270655271,0.7708065307548446,MLF1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),5/1243,0.5490832034152997,0.5660932159126757,0,0,1.0196808278391478,0.6113040549543295,NR4A1;EGR2;NR4A3;NR1D2;S100A10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),1/204,0.5558210474474341,0.5723305835102291,0,0,1.2452949349501077,0.7313727905105102,S100A8,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),2/482,0.5709853447566818,0.5872185498610127,0,0,1.0520021645021644,0.5895333188000769,BAG3;HSPD1,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),1/221,0.5850232628713364,0.6009127835912987,0,0,1.148076923076923,0.6154882484009288,CCR7,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Cilium Organization (GO:0044782),1/228,0.5964891570616322,0.6119346222876424,0,0,1.112278323732068,0.5747077755750866,SNX10,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),1/231,0.6013068273046133,0.6161173402924117,0,0,1.097603121516165,0.5582957693238,CDKN1A,Macrophage_specific_Up,Macrophage (specific),Up in Elderly
